Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweets Number
CNN,Wed Jun 06 18:30:20 +0000 2018,"RT @CNNnewsroom: ""The American people are not props,""says Ziad Ahmed, a student activist who is calling for Muslims to boycott Trump’s Ifta…",-0.3182,0.0,0.897,0.103,71
CNN,Wed Jun 06 18:18:24 +0000 2018,The former head of USA Gymnastics exercised his Fifth Amendment right to avoid self-incrimination and declined to t… https://t.co/1pOJJLjD4d,-0.296,0.0,0.891,0.109,72
CNN,Wed Jun 06 18:17:22 +0000 2018,"RT @CNNnewsroom: Whether or not a person is pardoned ""shouldn't be based on which celebrities have access to the President,"" says Rep. Ted…",-0.1695,0.0,0.926,0.074,73
CNN,Wed Jun 06 18:07:01 +0000 2018,"How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has… https://t.co/n5sQ6hRTyh",0.2263,0.095,0.905,0.0,74
CNN,Wed Jun 06 18:00:00 +0000 2018,"These unusual-looking concrete houses will be constructed using a 3D printer in Eindhoven, the Netherlands:… https://t.co/6jXo8LlcMI",0.0,0.0,1.0,0.0,75
CNN,Wed Jun 06 17:55:30 +0000 2018,"""We thank our great Singaporean hosts for their hospitality."" Donald Trump and Kim Jong Un will meet at the Capella… https://t.co/Ab0EaE5Cta",0.765,0.258,0.742,0.0,76
CNN,Wed Jun 06 17:45:00 +0000 2018,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/q0S1qZFoHp",0.0,0.0,1.0,0.0,77
CNN,Wed Jun 06 17:43:50 +0000 2018,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/S6lkccOuee,-0.1027,0.0,0.931,0.069,78
CNN,Wed Jun 06 17:33:39 +0000 2018,British troops burned down the White House during the War of 1812. Historians note the British attack on Washington… https://t.co/da00rwRB2h,-0.7906,0.0,0.72,0.28,79
CNN,Wed Jun 06 17:33:06 +0000 2018,"According to the sources, Trudeau pressed Trump on how he could justify the tariffs as a ""national security"" issue.… https://t.co/EMylmUA4zt",0.34,0.118,0.882,0.0,80
CNN,Wed Jun 06 17:31:49 +0000 2018,President Trump and Canadian PM Justin Trudeau had a testy phone call on May 25 over new tariffs imposed by the Tru… https://t.co/UEms7CfP5A,-0.0772,0.0,0.942,0.058,81
CNN,Wed Jun 06 17:22:41 +0000 2018,Republican megadonor and billionaire David Koch is stepping down from his role at Koch Industries and other organiz… https://t.co/C93TWf7bxd,0.0,0.0,1.0,0.0,82
CNN,Wed Jun 06 17:21:51 +0000 2018,Democratic Sen. Dick Durbin says healthcare will be the party's priority for the canceled August recess… https://t.co/9qBZTGZYJI,-0.5106,0.0,0.829,0.171,83
CNN,Wed Jun 06 17:10:09 +0000 2018,The maker of Jack Daniel's is worried about the impact of a trade war https://t.co/5rEiKMiNBa https://t.co/GfJJhgIgBC,-0.7269,0.0,0.681,0.319,84
CNN,Wed Jun 06 17:00:03 +0000 2018,"Things are a little bit cheaper at Costco, Target, Walmart and Kroger this year thanks to a price war… https://t.co/gGc6Ozrila",0.4404,0.146,0.854,0.0,85
CNN,Wed Jun 06 16:55:36 +0000 2018,"Steamboat Geyser in Yellowstone National Park is erupting unusually frequently. On June 4, the geyser had its eight… https://t.co/FJhiVtbNli",0.0,0.0,1.0,0.0,86
CNN,Wed Jun 06 16:53:29 +0000 2018,Paul Manafort could be in big trouble | By Paul Callan via @CNNOpinion https://t.co/MPcnd4ekF8 https://t.co/SrLVt49ThU,-0.4019,0.0,0.828,0.172,87
CNN,Wed Jun 06 16:40:09 +0000 2018,"How much longer can the US economy keep rolling? Tune in to @CNNMoney's ""Markets Now at 12:45pm ET to see economist… https://t.co/F4oK0zR21U",0.0,0.0,1.0,0.0,88
CNN,Wed Jun 06 16:39:16 +0000 2018,BREAKING: President Trump has commuted the life sentence of Alice Johnson following a White House meeting last week… https://t.co/xLGQ5vvNtQ,0.0772,0.071,0.929,0.0,89
CNN,Wed Jun 06 16:28:36 +0000 2018,"President Trump says first lady Melania Trump is ""doing really well"" ahead of her first public appearance since May… https://t.co/mNU2ij342U",0.3384,0.112,0.888,0.0,90
CNN,Wed Jun 06 16:23:13 +0000 2018,"""It wasn't my finest hour."" Former President Bill Clinton says he was mad at himself over his recent comments about… https://t.co/ueAskMrNnD",-0.4939,0.0,0.862,0.138,91
CNN,Wed Jun 06 16:11:08 +0000 2018,The European Union's top court ruled that same-sex couples are entitled to the same residency rights as other marri… https://t.co/jExDrtdNck,0.4404,0.178,0.822,0.0,92
CNN,Wed Jun 06 16:03:05 +0000 2018,"House Speaker Paul Ryan says he agrees with Republican Rep. Trey Gowdy that the FBI did ""exactly"" what it was suppo… https://t.co/Xhbm8kD6MT",0.2023,0.079,0.921,0.0,93
CNN,Wed Jun 06 15:57:00 +0000 2018,Watch these homes being built using a 3D printer https://t.co/igaBP4BFwG https://t.co/sGcYS89MDO,0.0,0.0,1.0,0.0,94
CNN,Wed Jun 06 15:49:22 +0000 2018,World Cup 2022: Meet the Qataris making the most of soccer's showcase https://t.co/DjpV7FTj0j https://t.co/stmyDwlsrb,0.0,0.0,1.0,0.0,95
CNN,Wed Jun 06 15:38:22 +0000 2018,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/ch1x4FM5EX",0.3612,0.122,0.878,0.0,96
CNN,Wed Jun 06 15:36:18 +0000 2018,Bill Gates is giving 2018 college grads his favorite new book for free https://t.co/vIe4FaQTFq,0.8271,0.442,0.558,0.0,97
CNN,Wed Jun 06 15:34:45 +0000 2018,RT @cnni: JUST IN: Dozens of firefighters are tackling a blaze at a hotel in the Knightsbridge area of London https://t.co/ChtVjxJEv5 https…,0.0,0.0,1.0,0.0,98
CNN,Wed Jun 06 15:26:13 +0000 2018,"""On a personal level, we can all follow the ethos of the Miss America competition, and make a conscious effort to s… https://t.co/T3LUphyJWN",-0.1531,0.0,0.926,0.074,99
CNN,Wed Jun 06 15:14:16 +0000 2018,"Most Americans say they aren't booking a vacation to space -- except millennials. 63% say they'd be up for it, acco… https://t.co/TQ8Mr0ffOc",0.0,0.0,1.0,0.0,100
FoxNews,Thu Jun 07 01:29:36 +0000 2018,WOW: Shocked bystanders watched as a stolen armored vehicle led police on a 60-mile chase through Virginia Tuesday.… https://t.co/6lMRRgMkyv,0.0085,0.189,0.583,0.229,1
FoxNews,Thu Jun 07 01:20:45 +0000 2018,Son who wrote viral revenge obituary about his mom explains why he did it. https://t.co/nDgasXd59M,-0.5267,0.0,0.805,0.195,2
FoxNews,Thu Jun 07 01:15:33 +0000 2018,".@SeanHannity on the commutation of Alice Johnson: ""This is likely just the beginning of what is a long needed conv… https://t.co/NJgae3AEVG",0.0,0.0,1.0,0.0,3
FoxNews,Thu Jun 07 01:02:07 +0000 2018,.@POTUS hosts the @WhiteHouse iftar for the Muslim holiday of Ramadan. https://t.co/LGiHoC57y9,0.4019,0.197,0.803,0.0,4
FoxNews,Thu Jun 07 01:01:16 +0000 2018,"OUT OF THE DIAMOND AND INTO A CUP: A San Diego Padres fan caught a foul ball in her beer, and subsequently chugged… https://t.co/LA2b7l9BN6",0.6633,0.222,0.778,0.0,5
FoxNews,Thu Jun 07 00:58:20 +0000 2018,DOJ tells Graham Rosenstein won't recuse from Mueller probe unless officials deem it necessary https://t.co/E8h9Yp47qc,0.0,0.0,1.0,0.0,6
FoxNews,Thu Jun 07 00:53:43 +0000 2018,WATCH: D-Day Survivors Recall Invasion of Normandy 74 Years Later https://t.co/DvAKo36FLs,0.0,0.0,1.0,0.0,7
FoxNews,Thu Jun 07 00:34:19 +0000 2018,"Who is Alice Marie Johnson, the great-grandmother Trump is granting clemency to? https://t.co/rzdrSLgrUk",0.3182,0.161,0.839,0.0,8
FoxNews,Thu Jun 07 00:31:16 +0000 2018,Connecticut man cops to trafficking in endangered sperm whale teeth https://t.co/Wh3GnILWLc,0.0,0.0,1.0,0.0,9
FoxNews,Thu Jun 07 00:14:32 +0000 2018,".@ericswalwell: ""Jim @Comey is an imperfect man, all of us are, but imperfect people are still capable of telling t… https://t.co/rTXjiIIm5p",-0.0516,0.131,0.692,0.177,10
FoxNews,Thu Jun 07 00:07:17 +0000 2018,Bush airport resumes operation following bomb scare caused by 'impatient' passenger https://t.co/vatbGdFANz,-0.7506,0.0,0.61,0.39,11
FoxNews,Wed Jun 06 23:59:47 +0000 2018,"Earlier, @SenTedCruz criticized the Obama administration amid reports that it gave Iran access to the United States… https://t.co/0D6jjxEL0u",0.0772,0.131,0.751,0.117,12
FoxNews,Wed Jun 06 23:55:00 +0000 2018,Parkland high school monitor who saw Nikolas Cruz before shooting is barred from grounds. https://t.co/73QghMBEeE,0.0,0.0,1.0,0.0,13
FoxNews,Wed Jun 06 23:49:29 +0000 2018,'The Media Is Totally Out of Line': #TheFive Reacts to Rumors About Melania Trump. https://t.co/NcEpDJ7Taj,0.0,0.0,1.0,0.0,14
FoxNews,Wed Jun 06 23:42:03 +0000 2018,.@FloydMayweather tops Forbes' list as the highest-paid athlete. (via @MRichardson713) https://t.co/RhlxHu0Dz0,0.5106,0.248,0.752,0.0,15
FoxNews,Wed Jun 06 23:39:50 +0000 2018,".@newtgingrich: ""I think among Republicans, [@POTUS] is probably the most popular president at this stage of any Re… https://t.co/lYMnsNP6SD",0.4754,0.147,0.853,0.0,16
FoxNews,Wed Jun 06 23:31:14 +0000 2018,UPDATE: Alice Johnson has been released from federal prison after a commutation from @POTUS and lobbying from… https://t.co/N8OORmx43s,-0.5574,0.0,0.765,0.235,17
FoxNews,Wed Jun 06 23:25:22 +0000 2018,".@GovMikeHuckabee: ""A lot of the people that we're incarcerating, we need to be putting them in treatment centers.""… https://t.co/F5lIoT3iQG",0.0,0.0,1.0,0.0,18
FoxNews,Wed Jun 06 23:19:14 +0000 2018,"Sen. @LindseyGrahamSC on Deputy AG Rod Rosenstein and the Mueller probe: ""I don't know how you can oversee an inves… https://t.co/c9MOHfaKuc",0.0,0.0,1.0,0.0,19
FoxNews,Wed Jun 06 23:13:02 +0000 2018,".@JonahNRO on Singapore summit: ""I think the best you can get out of this is just to determine whether or not the N… https://t.co/nIzHW12Oyx",0.6369,0.154,0.846,0.0,20
FoxNews,Wed Jun 06 23:09:56 +0000 2018,".@LindseyGrahamSC on the FBI's handling of events surrounding the 2016 election: ""We'll see what the [inspector gen… https://t.co/k9pHsbjXHf",0.0,0.0,1.0,0.0,21
FoxNews,Wed Jun 06 23:01:20 +0000 2018,".@SusanPage on Singapore summit: ""I can't imagine that on June 12th they're going to reach a verifiable, in concret… https://t.co/SKiViKKSCF",0.0258,0.058,0.942,0.0,22
FoxNews,Wed Jun 06 23:01:15 +0000 2018,South Carolina prisons using drones to combat contraband deliveries. https://t.co/TF55LNstkH,-0.34,0.0,0.789,0.211,23
FoxNews,Wed Jun 06 22:54:46 +0000 2018,Bumper car catches on fire at North Carolina amusement park https://t.co/gGPRXhTG2e,0.0258,0.18,0.647,0.173,24
FoxNews,Wed Jun 06 22:51:13 +0000 2018,This @GrandCanyonNPS squirrel had no shame in asking a tourist for a quick drink. https://t.co/HkNTcPQgsP,-0.6486,0.0,0.675,0.325,25
FoxNews,Wed Jun 06 22:44:18 +0000 2018,"Belmont Stakes horses to watch, from Triple Crown hopeful Justify to Gronkowski https://t.co/MphMxG8cg1",0.5106,0.216,0.784,0.0,26
FoxNews,Wed Jun 06 22:35:55 +0000 2018,"Trump forced Kim Jong Un to 'beg' for meeting, Giuliani says https://t.co/mcs3ELY43J",-0.4588,0.0,0.786,0.214,27
FoxNews,Wed Jun 06 22:32:10 +0000 2018,"GERBER BABIES UNITE: One-year-old Lucas Warren, the newest Gerber Baby, recently met with 91-year-old Ann Turner Co… https://t.co/gSCx56Td7v",0.0,0.0,1.0,0.0,28
FoxNews,Wed Jun 06 22:26:05 +0000 2018,'A Sanctuary City': Philadelphia Mayor Kenney Dances to Celebrate Court Win Against Trump https://t.co/hzd4V8KVOl,0.8176,0.385,0.615,0.0,29
FoxNews,Wed Jun 06 22:15:31 +0000 2018,.@SenateMajLdr cancels Senate's traditional August recess. @MikeEmanuelFox has the story. #SpecialReport… https://t.co/hTkXhrO9OI,-0.2263,0.0,0.853,0.147,30
FoxNews,Wed Jun 06 22:09:29 +0000 2018,"South Carolina restaurant manager pleads guilty to enslaving, abusing mentally challenged black worker https://t.co/9dezylDRSC",-0.7351,0.0,0.604,0.396,31
FoxNews,Wed Jun 06 22:06:02 +0000 2018,"OPINION: California breaks Democrats' hearts: 'Big, blue shutout' fails and other takeaways from Tuesday's primaries https://t.co/8mub9U2SiW",-0.4215,0.0,0.843,0.157,32
FoxNews,Wed Jun 06 21:56:33 +0000 2018,".@JesseBWatters on @BillClinton: ""Only a Democrat can get a do-over in the mainstream media."" #TheFive… https://t.co/NqSSKZoJNC",0.0,0.0,1.0,0.0,33
FoxNews,Wed Jun 06 21:51:03 +0000 2018,"Missouri men bound, set woman on fire when she refused to give combination to safe, police say. https://t.co/3pzD9sf6s1",-0.1779,0.129,0.667,0.204,34
FoxNews,Wed Jun 06 21:43:49 +0000 2018,"Severed rattlesnake head bites Texas man, nearly kills him. https://t.co/wlq7vCuvXJ",-0.7184,0.0,0.571,0.429,35
FoxNews,Wed Jun 06 21:34:40 +0000 2018,"Kim Jong Un is terrified someone will kill him at the Singapore summit, report says
https://t.co/CSRoHfKShI",-0.8658,0.0,0.617,0.383,36
FoxNews,Wed Jun 06 21:27:45 +0000 2018,"'Highly partisan' Mueller team is trying hard to 'frame' @POTUS, Giuliani says in Israel.
https://t.co/l1HOa4rGAl",-0.1027,0.0,0.909,0.091,37
FoxNews,Wed Jun 06 21:20:13 +0000 2018,.@greggutfeld on the upcoming North Korea summit. https://t.co/Vio4w2SKAj,0.0,0.0,1.0,0.0,38
FoxNews,Wed Jun 06 21:16:46 +0000 2018,".@kimguilfoyle: ""If ultimately the goal gets achieved, and they accomplish something, and they're able to denuclear… https://t.co/oUcoa9g03C",0.4215,0.149,0.851,0.0,39
FoxNews,Wed Jun 06 21:09:07 +0000 2018,"It wasn't the McCain joke, but the subsequent response, that cost former White House aide Kelly Sadler her job. https://t.co/OpuFc1wyED",-0.1139,0.0,0.929,0.071,40
FoxNews,Wed Jun 06 21:01:56 +0000 2018,"Stormy Daniels sues her former lawyer, says he became 'puppet' for Trump  https://t.co/nHQaf4Kpwc",0.0,0.0,1.0,0.0,41
FoxNews,Wed Jun 06 21:00:46 +0000 2018,".@RandPaul: ""Trade is largely beneficial to this country and one of the things that people misinterpret is they tal… https://t.co/SPUm7nZE5q",0.4404,0.132,0.868,0.0,42
FoxNews,Wed Jun 06 20:59:48 +0000 2018,"Manchin says he regrets Clinton support, could back Trump in 2020 https://t.co/YnAQ7C97PV",0.0516,0.178,0.658,0.164,43
FoxNews,Wed Jun 06 20:39:50 +0000 2018,".@RandPaul on NK summit: ""I think it's a mistake to start using national security wavers to invoke tariffs on allie… https://t.co/ijkws6eDsJ",0.0,0.105,0.789,0.105,44
FoxNews,Wed Jun 06 20:32:36 +0000 2018,RT @FoxBusiness: #StockAlert: The Dow Jones Industrial Average ends at session highs; New record closes for Nasdaq and Russell 2000 for the…,0.0,0.0,1.0,0.0,45
FoxNews,Wed Jun 06 20:29:54 +0000 2018,Rep. Daniel Webster: Trump takes action to improve veterans’ health care https://t.co/iC58PQY27p,0.7269,0.379,0.621,0.0,46
FoxNews,Wed Jun 06 20:24:25 +0000 2018,.@IHOP says it's changing iconic name; pancake lovers flip out https://t.co/9qLNy1GLlV,0.5267,0.254,0.746,0.0,47
FoxNews,Wed Jun 06 20:21:19 +0000 2018,".@AshWebsterFBN on tariffs: ""We're prideful now that we're finally firing back in a trade war that's gone on for de… https://t.co/3d6oza3Ohv",-0.743,0.0,0.741,0.259,48
FoxNews,Wed Jun 06 20:16:17 +0000 2018,"Mark Penn: ""These tariffs go right to the sweet spot of Indiana through Pennsylvania. And so it's important that De… https://t.co/tcDOGNRA5i",0.6222,0.211,0.789,0.0,49
FoxNews,Wed Jun 06 20:13:27 +0000 2018,".@cvpayne on G7 summit: ""The markets certainly sense that @POTUS is gonna get something huge here...We're in a hot… https://t.co/aSoHGpf2XD",0.5719,0.217,0.783,0.0,50
FoxNews,Wed Jun 06 20:07:58 +0000 2018,Stocks surging despite trade war fears. @TeamCavuto https://t.co/mbiIkoLFHd https://t.co/8RfpLQbU0g,0.6681,0.439,0.561,0.0,51
FoxNews,Wed Jun 06 20:07:15 +0000 2018,President @realDonaldTrump to meet with leaders of Europe and Canada amid fears of trade war. @BlakeBurman has the… https://t.co/PSSPvwHvAa,-0.7717,0.0,0.717,0.283,52
FoxNews,Wed Jun 06 20:04:12 +0000 2018,Lobbying for Trump pardons hits a fever pitch https://t.co/jkBHaPk1I1,0.2263,0.232,0.632,0.137,53
FoxNews,Wed Jun 06 19:54:04 +0000 2018,Bill to allow importing of exotic animals for hunting shut down by Rhode Island lawmakers. https://t.co/wNHPrL0sQM,0.2263,0.112,0.888,0.0,54
FoxNews,Wed Jun 06 19:46:20 +0000 2018,Four ISIS terrorists are dead after U.S. airstrikes in Libya today. @ShepNewsTeam https://t.co/ScC3r7H6tS,-0.8555,0.0,0.567,0.433,55
FoxNews,Wed Jun 06 19:42:35 +0000 2018,Investigators in Virginia say a soldier was on drugs when he stole an armored vehicle and led police on a chase for… https://t.co/OTsagIHek6,0.0,0.0,1.0,0.0,56
FoxNews,Wed Jun 06 19:37:07 +0000 2018,OPINION: Dear Kate Spade: Your handbags (and earmuffs) brought us so much joy -- I'm sorry you were so sad https://t.co/lYmrQZwkAk,0.3372,0.231,0.587,0.183,57
FoxNews,Wed Jun 06 19:36:17 +0000 2018,Congressional letters obtained by Fox News show that former FBI Deputy Director Andrew McCabe wants a special statu… https://t.co/zVY4VthtQL,0.4019,0.137,0.863,0.0,58
FoxNews,Wed Jun 06 19:33:33 +0000 2018,"Army prototypes new self-powering 'Iron Man' soldier suits.
https://t.co/T57D4DJuTh",0.0,0.0,1.0,0.0,59
FoxNews,Wed Jun 06 19:23:34 +0000 2018,Who is John Cox? 3 things to know about the Republican California governor hopeful. https://t.co/ELRROn5jlf,0.5106,0.202,0.798,0.0,60
FoxNews,Wed Jun 06 19:17:54 +0000 2018,"DOJ fires back at Dems' claim of political bias over immigration judge hiring - via @brookefoxnews 
https://t.co/a12qLY8Kn6",-0.1027,0.0,0.915,0.085,61
FoxNews,Wed Jun 06 19:15:30 +0000 2018,Florida's 'city of the future' is the first solar-powered town in America. https://t.co/F53RUT2hPq,0.0,0.0,1.0,0.0,62
FoxNews,Wed Jun 06 19:10:21 +0000 2018,"Delaware boy dreams of becoming a police officer after a trooper helps his family.
https://t.co/WECrKqh7RH",0.6486,0.325,0.675,0.0,63
FoxNews,Wed Jun 06 19:04:56 +0000 2018,".@POTUS on @FLOTUS during a @FEMA briefing: ""She went through a little rough patch, but she's doing great and we're… https://t.co/5QXbBVHcte",0.7684,0.239,0.761,0.0,64
FoxNews,Wed Jun 06 19:00:00 +0000 2018,Illegal immigrant making pizza delivery at New York's Fort Hamilton arrested by ICE https://t.co/9w0ZJ0aAXt,-0.7717,0.0,0.642,0.358,65
FoxNews,Wed Jun 06 18:51:24 +0000 2018,RT @foxnewscareers: Fox News is partnering with Facebook Watch to provide viewers with high quality and timely news. If you're a Content Pr…,0.0,0.0,1.0,0.0,66
FoxNews,Wed Jun 06 18:46:43 +0000 2018,".@stevestivers on California primaries: ""We tested our turnout messages, and they worked. We had more Republican tu… https://t.co/N2qSqI7Zia",0.0,0.0,1.0,0.0,67
FoxNews,Wed Jun 06 18:41:07 +0000 2018,".@GavinNewsom to face John Cox in California governor's race in November. @pdoocy has the story from Del Mar, Calif… https://t.co/Jzr9rUD9J9",0.0,0.0,1.0,0.0,68
FoxNews,Wed Jun 06 18:40:16 +0000 2018,"Before signing the VA Mission Act of 2018 today, President @realDonaldTrump praised America's veterans and promised… https://t.co/JdCG3SWGHO",0.4939,0.167,0.833,0.0,69
FoxNews,Wed Jun 06 18:37:15 +0000 2018,"San Diego Padres fan catches foul ball in beer cup, celebrates by chugging drink  https://t.co/qmzMW3MISE",0.7184,0.316,0.684,0.0,70
FoxNews,Wed Jun 06 18:34:42 +0000 2018,".@POTUS on trade: ""We have the worst deals ever made. NAFTA is a disaster. World Trade Organization is a disaster."" https://t.co/U3TkJ6DN4k",-0.8481,0.0,0.675,0.325,71
FoxNews,Wed Jun 06 18:24:03 +0000 2018,".@POTUS: ""We have $1.6 billion being spent on phase one of the wall."" https://t.co/fwK0CQxlrd",0.0,0.0,1.0,0.0,72
FoxNews,Wed Jun 06 18:22:41 +0000 2018,".@POTUS: ""We're now exporting energy for the first time."" https://t.co/3u9wim7HF3",0.2732,0.189,0.811,0.0,73
FoxNews,Wed Jun 06 18:19:43 +0000 2018,".@POTUS: ""We have the worst trade deals ever made and we're gonna have now fair trade deals."" https://t.co/Oqp6JNC2PZ",-0.4215,0.103,0.714,0.183,74
FoxNews,Wed Jun 06 18:18:19 +0000 2018,.@POTUS and @FLOTUS participate in a FEMA Hurricane briefing.  https://t.co/NbfBlPj0jr,0.0,0.0,1.0,0.0,75
FoxNews,Wed Jun 06 18:13:05 +0000 2018,.@SenTedCruz/@SenAlexander survey of priorities. @dailybriefing https://t.co/7G9a0p6BV5,0.0,0.0,1.0,0.0,76
FoxNews,Wed Jun 06 18:11:58 +0000 2018,".@tedcruz: ""In the last year and a half we've accomplished a tremendous amount."" @dailybriefing https://t.co/urRb8y2y8s",0.4404,0.195,0.805,0.0,77
FoxNews,Wed Jun 06 18:05:00 +0000 2018,"Nevada girl, 10, honored for shielding her young relatives from barrage of gunfire in Walmart parking lot (via… https://t.co/oTQJ29a2j2",0.5859,0.174,0.826,0.0,78
FoxNews,Wed Jun 06 18:02:23 +0000 2018,Teacher removed from school after being accused of taking bribes from students. https://t.co/KUCK7qrjZG,-0.296,0.0,0.845,0.155,79
FoxNews,Wed Jun 06 17:49:26 +0000 2018,".@newtgingrich: ""It's a traffic jam [@TheDemocrats] created."" #OutnumberedOT https://t.co/h1UrQ0vBaG",0.0,0.0,1.0,0.0,80
FoxNews,Wed Jun 06 17:45:15 +0000 2018,Woman pleads guilty to making up rape allegations against two college football players https://t.co/tNyBNuwGvI,-0.8176,0.0,0.615,0.385,81
FoxNews,Wed Jun 06 17:34:05 +0000 2018,Rainbow spotted in crater of Hawaii's Kilauea volcano https://t.co/PE9rSHJX1s,0.0,0.0,1.0,0.0,82
FoxNews,Wed Jun 06 17:31:36 +0000 2018,Moments ago @KimKardashian tweeted out about President @realDonaldTrump commuting the life sentence for Alice Marie… https://t.co/l403p01bMp,0.0772,0.08,0.92,0.0,83
FoxNews,Wed Jun 06 17:29:38 +0000 2018,"Ex-Dem IT aide Imran Awan poised for plea deal, after months of mysterious delays https://t.co/E7biBroQjy",0.25,0.125,0.875,0.0,84
FoxNews,Wed Jun 06 17:16:20 +0000 2018,".@mattgaetz: ""Andrew McCabe was leaking to the @WSJ about the nature of the @HillaryClinton investigation trying to… https://t.co/WxPr4vYQL8",0.0,0.0,1.0,0.0,85
FoxNews,Wed Jun 06 17:12:02 +0000 2018,"""They put everything on the line for us, and when they come home, we must do everything that we can possibly do for… https://t.co/gf9YD4VVMI",0.0,0.0,1.0,0.0,86
FoxNews,Wed Jun 06 17:05:55 +0000 2018,House Democratic leaders hold a news conference https://t.co/c2z9oGBVlg,0.0,0.0,1.0,0.0,87
FoxNews,Wed Jun 06 17:05:00 +0000 2018,"""No one who defends our country in uniform should have to fight for their lives when they come back.""

WATCH:… https://t.co/JL8WsrdLKe",-0.5859,0.0,0.798,0.202,88
FoxNews,Wed Jun 06 17:00:01 +0000 2018,".@newtgingrich: ""65% of Californians say that the state's too expensive in terms of cost of living."" #Outnumbered https://t.co/oINfMOvVnX",0.0,0.0,1.0,0.0,89
FoxNews,Wed Jun 06 16:51:28 +0000 2018,BREAKING NEWS: @POTUS commutes sentence of woman serving drug-related life term after @KimKardashian meeting… https://t.co/xqg80RbprU,0.0772,0.085,0.915,0.0,90
FoxNews,Wed Jun 06 16:49:26 +0000 2018,MOMENTS AGO: President @realDonaldTrump signs V.A. Mission Act of 2018. https://t.co/tQuOhawuzK,0.0,0.0,1.0,0.0,91
FoxNews,Wed Jun 06 16:47:22 +0000 2018,Breaking News: @POTUS commutes sentence of woman serving drug-related life term after Kim Kardashian meeting https://t.co/asGF4W6mHH,0.0772,0.08,0.92,0.0,92
FoxNews,Wed Jun 06 16:43:15 +0000 2018,".@POTUS: ""They put everything on the line for us, and when they come home, we must do everything that we can possib… https://t.co/OBw00Gbpc1",0.0,0.0,1.0,0.0,93
FoxNews,Wed Jun 06 16:40:36 +0000 2018,".@POTUS: ""For 30, 40 years they've been trying to get this done and they haven't been able to and we got it done."" https://t.co/efUH84dlFr",0.0,0.0,1.0,0.0,94
FoxNews,Wed Jun 06 16:38:26 +0000 2018,".@POTUS: ""As a candidate for president, I promised to make reforming the VA one of my absolute highest priorities,… https://t.co/ZW2ZXhwyWp",0.3612,0.128,0.872,0.0,95
FoxNews,Wed Jun 06 16:36:40 +0000 2018,".@POTUS: ""No one who defends our country in uniform should have to fight for their lives when they come back."" https://t.co/KWz2sCbAe9",-0.5859,0.0,0.798,0.202,96
FoxNews,Wed Jun 06 16:32:56 +0000 2018,".@POTUS: ""We got $1.6 billion - we've already started the wall on the Southern border."" https://t.co/Eeo35SgcEN",0.0,0.0,1.0,0.0,97
FoxNews,Wed Jun 06 16:31:29 +0000 2018,".@POTUS: ""We just got $700 billion for our military."" https://t.co/tmFkcPrTZK",0.0,0.0,1.0,0.0,98
FoxNews,Wed Jun 06 16:30:21 +0000 2018,".@POTUS to veterans: ""You fulfilled your duty to our nation with tremendous loyalty and courage."" https://t.co/N8REK1s1k0",0.743,0.31,0.69,0.0,99
FoxNews,Wed Jun 06 16:28:41 +0000 2018,".@POTUS signs the ""VA Mission Act of 2018"" in the Rose Garden at the @WhiteHouse https://t.co/NkLh9PDX37",0.0,0.0,1.0,0.0,100
NYTimes,Thu Jun 07 01:32:07 +0000 2018,RT @bydanielvictor: Sometimes you show up at work and somehow you find yourself explaining the War of 1812 https://t.co/xqynJNwAWJ,-0.5994,0.0,0.822,0.178,1
NYTimes,Thu Jun 07 01:17:05 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6vfzdycob7,0.0,0.0,1.0,0.0,2
NYTimes,Thu Jun 07 01:02:02 +0000 2018,NBA Finals: Live updates as the Golden State Warriors head into Game 3 against the Cleveland Cavaliers with a 2-0 l… https://t.co/cyJ1zHT5IM,0.0,0.0,1.0,0.0,3
NYTimes,Thu Jun 07 00:47:06 +0000 2018,"The New Yorker's staff members have unionized, saying the magazine “must work harder for its employees” https://t.co/VdYV8AAJPk",0.0,0.0,1.0,0.0,4
NYTimes,Thu Jun 07 00:43:25 +0000 2018,"RT @NYTSports: As LeBron James makes his eighth straight appearance in the N.B.A. finals, his trip through the playoffs this spring has had…",0.2263,0.079,0.921,0.0,5
NYTimes,Thu Jun 07 00:32:06 +0000 2018,Susan Sontag once called him “the greatest writer ever produced in Latin America” https://t.co/KfqgWtkG5A,0.6369,0.244,0.756,0.0,6
NYTimes,Thu Jun 07 00:17:05 +0000 2018,"RT @brooksbarnesNYT: My obit on Jerry Maren, the last of the dwarfs who played Munchkins in ""The Wizard of Oz."" He also had a major career…",0.34,0.091,0.909,0.0,7
NYTimes,Thu Jun 07 00:02:05 +0000 2018,Democrats enhanced their prospects for winning control of the House in Tuesday’s coast-to-coast primaries https://t.co/9yrvzYBGl1,0.6808,0.301,0.699,0.0,8
